SLNO,NAME,CODE,YCODE
860,Lupin Limited,LUPIN,LUPIN.NS
861,Lux Industries Limited,LUXIND,LUXIND.NS
862,Lyka Labs Limited,LYKALABS,LYKALABS.NS
863,Lypsa Gems & Jewellery Limited,LYPSAGEMS,LYPSAGEMS.NS
864,Mahindra & Mahindra Limited,M&M,M&M.NS
865,Mahindra & Mahindra Financial Services Limited,M&MFIN,M&MFIN.NS
866,Maan Aluminium Limited,MAANALU,MAANALU.NS
867,Madhav Marbles and Granites Limited,MADHAV,MADHAV.NS
868,Madhucon Projects Limited,MADHUCON,MADHUCON.NS
869,Madras Fertilizers Limited,MADRASFERT,MADRASFERT.NS
870,Magadh Sugar & Energy Limited,MAGADSUGAR,MAGADSUGAR.NS
871,Magma Fincorp Limited,MAGMA,MAGMA.NS
872,Magnum Ventures Limited,MAGNUM,MAGNUM.NS
873,Bank of Maharashtra,MAHABANK,MAHABANK.NS
874,Maha Rashtra Apex Corporation Limited,MAHAPEXLTD,MAHAPEXLTD.NS
875,Mahamaya Steel Industries Limited,MAHASTEEL,MAHASTEEL.NS
876,Maheshwari Logistics Limited,MAHESHWARI,MAHESHWARI.NS
877,Mahindra CIE Automotive Limited,MAHINDCIE,MAHINDCIE.NS
878,Mahindra Lifespace Developers Limited,MAHLIFE,MAHLIFE.NS
879,Mahindra Logistics Limited,MAHLOG,MAHLOG.NS
880,Maharashtra Scooters Limited,MAHSCOOTER,MAHSCOOTER.NS
881,Maharashtra Seamless Limited,MAHSEAMLES,MAHSEAMLES.NS
882,Maithan Alloys Limited,MAITHANALL,MAITHANALL.NS
883,Majesco Limited,MAJESCO,MAJESCO.NS
884,Malu Paper Mills Limited,MALUPAPER,MALUPAPER.NS
885,Manaksia Aluminium Company Limited,MANAKALUCO,MANAKALUCO.NS
886,Manaksia Coated Metals & Industries Limited,MANAKCOAT,MANAKCOAT.NS
887,Manaksia Limited,MANAKSIA,MANAKSIA.NS
888,Manaksia Steels Limited,MANAKSTEEL,MANAKSTEEL.NS
889,Manali Petrochemicals Limited,MANALIPETC,MANALIPETC.NS
890,Manappuram Finance Limited,MANAPPURAM,MANAPPURAM.NS
891,Mangalam Drugs And Organics Limited,MANGALAM,MANGALAM.NS
892,Mangalore Chemicals & Fertilizers Limited,MANGCHEFER,MANGCHEFER.NS
893,Mangalam Cement Limited,MANGLMCEM,MANGLMCEM.NS
894,Mangalam Timber Products Limited,MANGTIMBER,MANGTIMBER.NS
895,Man Industries (India) Limited,MANINDS,MANINDS.NS
896,Man Infraconstruction Limited,MANINFRA,MANINFRA.NS
897,Manpasand Beverages Limited,MANPASAND,MANPASAND.NS
898,Manugraph India Limited,MANUGRAPH,MANUGRAPH.NS
899,Maral Overseas Limited,MARALOVER,MARALOVER.NS
900,Marathon Nextgen Realty Limited,MARATHON,MARATHON.NS
901,Marico Limited,MARICO,MARICO.NS
902,Marksans Pharma Limited,MARKSANS,MARKSANS.NS
903,Maruti Suzuki India Limited,MARUTI,MARUTI.NS
904,MAS Financial Services Limited,MASFIN,MASFIN.NS
905,Mask Investments Limited,MASKINVEST,MASKINVEST.NS
906,Mastek Limited,MASTEK,MASTEK.NS
907,Matrimony.Com Limited,MATRIMONY,MATRIMONY.NS
908,Mawana Sugars Limited,MAWANASUG,MAWANASUG.NS
909,Max India Limited,MAXINDIA,MAXINDIA.NS
910,Max Ventures and Industries Limited,MAXVIL,MAXVIL.NS
911,Mayur Uniquoters Ltd,MAYURUNIQ,MAYURUNIQ.NS
912,Mazda Limited,MAZDA,MAZDA.NS
913,Madhya Bharat Agro Products Limited,MBAPL,MBAPL.NS
914,Mcnally Bharat Engineering Company Limited,MBECL,MBECL.NS
915,MBL Infrastructures Limited,MBLINFRA,MBLINFRA.NS
916,McDowell Holdings Limited,MCDHOLDING,MCDHOLDING.NS
917,United Spirits Limited,MCDOWELL-N,MCDOWELL-N.NS
918,Mcleod Russel India Limited,MCLEODRUSS,MCLEODRUSS.NS
919,Multi Commodity Exchange of India Limited,MCX,MCX.NS
920,Megasoft Limited,MEGASOFT,MEGASOFT.NS
921,Meghmani Organics Limited,MEGH,MEGH.NS
922,Melstar Information Technologies Limited,MELSTAR,MELSTAR.NS
923,Menon Bearings Limited,MENONBE,MENONBE.NS
924,MEP Infrastructure Developers Limited,MEP,MEP.NS
925,Mercator Limited,MERCATOR,MERCATOR.NS
926,Metalyst Forgings Limited,METALFORGE,METALFORGE.NS
927,Metkore Alloys & Industries Limited,METKORE,METKORE.NS
928,Metropolis Healthcare Limited,METROPOLIS,METROPOLIS.NS
929,Max Financial Services Limited,MFSL,MFSL.NS
930,Mahanagar Gas Limited,MGL,MGL.NS
931,Mahindra Holidays & Resorts India Limited,MHRIL,MHRIL.NS
932,MIC Electronics Limited,MIC,MIC.NS
933,Mishra Dhatu Nigam Limited,MIDHANI,MIDHANI.NS
934,Minda Corporation Limited,MINDACORP,MINDACORP.NS
935,Minda Industries Limited,MINDAIND,MINDAIND.NS
936,Mindteck (India) Limited,MINDTECK,MINDTECK.NS
937,MindTree Limited,MINDTREE,MINDTREE.NS
938,MIRC Electronics Limited,MIRCELECTR,MIRCELECTR.NS
939,Mirza International Limited,MIRZAINT,MIRZAINT.NS
940,MM Forgings Limited,MMFL,MMFL.NS
941,MMTC Limited,MMTC,MMTC.NS
942,Modi Rubber Limited,MODIRUBBER,MODIRUBBER.NS
943,Mohit Industries Limited,MOHITIND,MOHITIND.NS
944,Mohota Industries Limited,MOHOTAIND,MOHOTAIND.NS
945,MOIL Limited,MOIL,MOIL.NS
946,Mold-Tek Technologies Limited,MOLDTECH,MOLDTECH.NS
947,Mold-Tek Packaging Limited,MOLDTKPAC,MOLDTKPAC.NS
948,Monte Carlo Fashions Limited,MONTECARLO,MONTECARLO.NS
949,Morarjee Textiles Limited,MORARJEE,MORARJEE.NS
950,Morepen Laboratories Limited,MOREPENLAB,MOREPENLAB.NS
951,Motherson Sumi Systems Limited,MOTHERSUMI,MOTHERSUMI.NS
952,Motilal Oswal Financial Services Limited,MOTILALOFS,MOTILALOFS.NS
953,The Motor & General Finance Limited,MOTOGENFIN,MOTOGENFIN.NS
954,MphasiS Limited,MPHASIS,MPHASIS.NS
955,MPS Limited,MPSLTD,MPSLTD.NS
956,MRF Limited,MRF,MRF.NS
957,MRO-TEK Realty Limited,MRO-TEK,MRO-TEK.NS
958,Mangalore Refinery and Petrochemicals Limited,MRPL,MRPL.NS
959,MSP Steel & Power Limited,MSPL,MSPL.NS
960,Mstc Limited,MSTCLTD,MSTCLTD.NS
961,MT Educare Limited,MTEDUCARE,MTEDUCARE.NS
962,Mahanagar Telephone Nigam Limited,MTNL,MTNL.NS
963,Mukand Engineers Limited,MUKANDENGG,MUKANDENGG.NS
964,Mukand Limited,MUKANDLTD,MUKANDLTD.NS
965,Mukta Arts Limited,MUKTAARTS,MUKTAARTS.NS
966,Munjal Auto Industries Limited,MUNJALAU,MUNJALAU.NS
967,Munjal Showa Limited,MUNJALSHOW,MUNJALSHOW.NS
968,Murudeshwar Ceramics Limited,MURUDCERA,MURUDCERA.NS
969,Muthoot Capital Services Limited,MUTHOOTCAP,MUTHOOTCAP.NS
970,Muthoot Finance Limited,MUTHOOTFIN,MUTHOOTFIN.NS
971,MVL Limited,MVL,MVL.NS
972,NACL Industries Limited,NACLIND,NACLIND.NS
973,Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT,NAGAFERT.NS
974,Nagarjuna Oil Refinery Limited,NAGAROIL,NAGAROIL.NS
975,Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,NAGREEKCAP.NS
976,Nagreeka Exports Limited,NAGREEKEXP,NAGREEKEXP.NS
977,Nahar Capital and Financial Services Limited,NAHARCAP,NAHARCAP.NS
978,Nahar Industrial Enterprises Limited,NAHARINDUS,NAHARINDUS.NS
979,Nahar Poly Films Limited,NAHARPOLY,NAHARPOLY.NS
980,Nahar Spinning Mills Limited,NAHARSPING,NAHARSPING.NS
981,Natco Pharma Limited,NATCOPHARM,NATCOPHARM.NS
982,Nath Bio-Genes (India) Limited,NATHBIOGEN,NATHBIOGEN.NS
983,National Aluminium Company Limited,NATIONALUM,NATIONALUM.NS
984,National Steel And Agro Industries Limited,NATNLSTEEL,NATNLSTEEL.NS
985,Info Edge (India) Limited,NAUKRI,NAUKRI.NS
986,Navin Fluorine International Limited,NAVINFLUOR,NAVINFLUOR.NS
987,Navkar Corporation Limited,NAVKARCORP,NAVKARCORP.NS
988,Navneet Education Limited,NAVNETEDUL,NAVNETEDUL.NS
989,NBCC (India) Limited,NBCC,NBCC.NS
990,N. B. I. Industrial Finance Company Limited,NBIFIN,NBIFIN.NS
991,Nava Bharat Ventures Limited,NBVENTURES,NBVENTURES.NS
992,NCC Limited,NCC,NCC.NS
993,NCL Industries Limited,NCLIND,NCLIND.NS
994,Naga Dhunseri Group Limited,NDGL,NDGL.NS
995,Nandan Denim Limited,NDL,NDL.NS
996,New Delhi Television Limited,NDTV,NDTV.NS
997,North Eastern Carrying Corporation Limited,NECCLTD,NECCLTD.NS
998,Nectar Lifesciences Limited,NECLIFE,NECLIFE.NS
999,Nelcast Limited,NELCAST,NELCAST.NS
1000,NELCO Limited,NELCO,NELCO.NS
1001,Neogen Chemicals Limited,NEOGEN,NEOGEN.NS
1002,Nesco Limited,NESCO,NESCO.NS
1003,Nestle India Limited,NESTLEIND,NESTLEIND.NS
1004,Network18 Media & Investments Limited,NETWORK18,NETWORK18.NS
1005,Neuland Laboratories Limited,NEULANDLAB,NEULANDLAB.NS
1006,Newgen Software Technologies Limited,NEWGEN,NEWGEN.NS
1007,Next Mediaworks Limited,NEXTMEDIA,NEXTMEDIA.NS
1008,National Fertilizers Limited,NFL,NFL.NS
1009,Narayana Hrudayalaya Ltd.,NH,NH.NS
1010,NHPC Limited,NHPC,NHPC.NS
1011,The New India Assurance Company Limited,NIACL,NIACL.NS
1012,NRB Industrial Bearings Limited,NIBL,NIBL.NS
1013,NIIT Limited,NIITLTD,NIITLTD.NS
1014,NIIT Technologies Limited,NIITTECH,NIITTECH.NS
1015,Nila Infrastructures Limited,NILAINFRA,NILAINFRA.NS
1016,Nila Spaces Limited,NILASPACES,NILASPACES.NS
1017,Nilkamal Limited,NILKAMAL,NILKAMAL.NS
1018,Indo-National Limited,NIPPOBATRY,NIPPOBATRY.NS
1019,Niraj Ispat Industries Limited,NIRAJISPAT,NIRAJISPAT.NS
1020,Nitco Limited,NITCO,NITCO.NS
1021,Nitin Fire Protection Industries Limited,NITINFIRE,NITINFIRE.NS
1022,Nitin Spinners Limited,NITINSPIN,NITINSPIN.NS
1023,NK Industries Limited,NKIND,NKIND.NS
1024,NLC India Limited,NLCINDIA,NLCINDIA.NS
1025,NMDC Limited,NMDC,NMDC.NS
1026,NOCIL Limited,NOCIL,NOCIL.NS
1027,Noida Toll Bridge Company Limited,NOIDATOLL,NOIDATOLL.NS
1028,Norben Tea & Exports Limited,NORBTEAEXP,NORBTEAEXP.NS
1029,N R Agarwal Industries Limited,NRAIL,NRAIL.NS
1030,NRB Bearing Limited,NRBBEARING,NRBBEARING.NS
1031,Nalwa Sons Investments Limited,NSIL,NSIL.NS
1032,Neueon Towers Limited,NTL,NTL.NS
1033,NTPC Limited,NTPC,NTPC.NS
1034,Nucleus Software Exports Limited,NUCLEUS,NUCLEUS.NS
1035,NXTDIGITAL LIMITED,NXTDIGITAL,NXTDIGITAL.NS
1036,Oriental Aromatics Limited,OAL,OAL.NS
1037,Oberoi Realty Limited,OBEROIRLTY,OBEROIRLTY.NS
1038,Oriental Carbon & Chemicals Limited,OCCL,OCCL.NS
1039,Oracle Financial Services Software Limited,OFSS,OFSS.NS
1040,Oil India Limited,OIL,OIL.NS
1041,Oil Country Tubular Limited,OILCOUNTUB,OILCOUNTUB.NS
1042,OCL Iron and Steel Limited,OISL,OISL.NS
1043,Olectra Greentech Limited,OLECTRA,OLECTRA.NS
1044,Omax Autos Limited,OMAXAUTO,OMAXAUTO.NS
1045,Omaxe Limited,OMAXE,OMAXE.NS
1046,Omkar Speciality Chemicals Limited,OMKARCHEM,OMKARCHEM.NS
1047,OM Metals Infraprojects Limited,OMMETALS,OMMETALS.NS
1048,Onelife Capital Advisors Limited,ONELIFECAP,ONELIFECAP.NS
1049,One Point One Solutions Limited,ONEPOINT,ONEPOINT.NS
1050,Oil & Natural Gas Corporation Limited,ONGC,ONGC.NS
1051,OnMobile Global Limited,ONMOBILE,ONMOBILE.NS
1052,Onward Technologies Limited,ONWARDTEC,ONWARDTEC.NS
1053,Optiemus Infracom Limited,OPTIEMUS,OPTIEMUS.NS
1054,Opto Circuits (India) Limited,OPTOCIRCUI,OPTOCIRCUI.NS
1055,Orbit Exports Limited,ORBTEXP,ORBTEXP.NS
1056,Oricon Enterprises Limited,ORICONENT,ORICONENT.NS
1057,Orient Abrasives Limited,ORIENTABRA,ORIENTABRA.NS
1058,Oriental Trimex Limited,ORIENTALTL,ORIENTALTL.NS
1059,Oriental Bank of Commerce,ORIENTBANK,ORIENTBANK.NS
1060,Orient Bell Limited,ORIENTBELL,ORIENTBELL.NS
1061,Orient Cement Limited,ORIENTCEM,ORIENTCEM.NS
1062,Orient Electric Limited,ORIENTELEC,ORIENTELEC.NS
1063,Oriental Hotels Limited,ORIENTHOT,ORIENTHOT.NS
1064,Orient Press Limited,ORIENTLTD,ORIENTLTD.NS
1065,Orient Paper & Industries Limited,ORIENTPPR,ORIENTPPR.NS
1066,Orient Refractories Limited,ORIENTREF,ORIENTREF.NS
1067,The Orissa Minerals Development Company Limited,ORISSAMINE,ORISSAMINE.NS
1068,Ortel Communications Limited,ORTEL,ORTEL.NS
1069,Ortin Laboratories Limited,ORTINLABSS,ORTINLABSS.NS
1070,Oswal Agro Mills Limited,OSWALAGRO,OSWALAGRO.NS
1071,PAE Limited,PAEL,PAEL.NS
1072,Page Industries Limited,PAGEIND,PAGEIND.NS
1073,Paisalo Digital Limited,PAISALO,PAISALO.NS
1074,Palash Securities Limited,PALASHSECU,PALASHSECU.NS
1075,Palred Technologies Limited,PALREDTEC,PALREDTEC.NS
1076,Panacea Biotec Limited,PANACEABIO,PANACEABIO.NS
1077,Panama Petrochem Limited,PANAMAPET,PANAMAPET.NS
1078,Huhtamaki PPL Limited,PAPERPROD,PAPERPROD.NS
1079,Parabolic Drugs Limited,PARABDRUGS,PARABDRUGS.NS
1080,Paramount Communications Limited,PARACABLES,PARACABLES.NS
1081,Parag Milk Foods Limited,PARAGMILK,PARAGMILK.NS
1082,Parsvnath Developers Limited,PARSVNATH,PARSVNATH.NS
1083,Patel Engineering Limited,PATELENG,PATELENG.NS
1084,Patel Integrated Logistics Limited,PATINTLOG,PATINTLOG.NS
1085,Patspin India Limited,PATSPINLTD,PATSPINLTD.NS
1086,PC Jeweller Limited,PCJEWELLER,PCJEWELLER.NS
1087,Pudumjee Paper Products Limited,PDMJEPAPER,PDMJEPAPER.NS
1088,Parenteral Drugs (India) Limited,PDPL,PDPL.NS
1089,PDS Multinational Fashions Limited,PDSMFL,PDSMFL.NS
1090,Pearl Polymers Limited,PEARLPOLY,PEARLPOLY.NS
1091,Piramal Enterprises Limited,PEL,PEL.NS
1092,Pennar Industries Limited,PENIND,PENIND.NS
1093,Peninsula Land Limited,PENINLAND,PENINLAND.NS
1094,Persistent Systems Limited,PERSISTENT,PERSISTENT.NS
1095,Petron Engineering Construction Limited,PETRONENGG,PETRONENGG.NS
1096,Petronet LNG Limited,PETRONET,PETRONET.NS
1097,Power Finance Corporation Limited,PFC,PFC.NS
1098,Pfizer Limited,PFIZER,PFIZER.NS
1099,Prime Focus Limited,PFOCUS,PFOCUS.NS
1100,PTC India Financial Services Limited,PFS,PFS.NS
1101,PG Electroplast Limited,PGEL,PGEL.NS
1102,Procter & Gamble Hygiene and Health Care Limited,PGHH,PGHH.NS
1103,Procter & Gamble Health Limited,PGHL,PGHL.NS
1104,Pearl Global Industries Limited,PGIL,PGIL.NS
1105,Phillips Carbon Black Limited,PHILIPCARB,PHILIPCARB.NS
1106,The Phoenix Mills Limited,PHOENIXLTD,PHOENIXLTD.NS
1107,Pidilite Industries Limited,PIDILITIND,PIDILITIND.NS
1108,PI Industries Limited,PIIND,PIIND.NS
1109,Pilani Investment and Industries Corporation Limited,PILANIINVS,PILANIINVS.NS
1110,PIL ITALICA LIFESTYLE LIMITED,PILITA,PILITA.NS
1111,Pioneer Distilleries Limited,PIONDIST,PIONDIST.NS
1112,Pioneer Embroideries Limited,PIONEEREMB,PIONEEREMB.NS
1113,Piramal Phytocare Limited,PIRPHYTO,PIRPHYTO.NS
1114,Pitti Engineering Limited,PITTIENG,PITTIENG.NS
1115,The Peria Karamalai Tea & Produce Company Limited,PKTEA,PKTEA.NS
1116,Plastiblends India Limited,PLASTIBLEN,PLASTIBLEN.NS
1117,Punjab National Bank,PNB,PNB.NS
1118,PNB Gilts Limited,PNBGILTS,PNBGILTS.NS
1119,PNB Housing Finance Limited,PNBHOUSING,PNBHOUSING.NS
1120,Pritish Nandy Communications Limited,PNC,PNC.NS
1121,PNC Infratech Limited,PNCINFRA,PNCINFRA.NS
1122,Poddar Housing and Development Limited,PODDARHOUS,PODDARHOUS.NS
1123,Poddar Pigments Limited,PODDARMENT,PODDARMENT.NS
1124,Pokarna Limited,POKARNA,POKARNA.NS
1125,Polycab India Limited,POLYCAB,POLYCAB.NS
1126,Poly Medicure Limited,POLYMED,POLYMED.NS
1127,Polyplex Corporation Limited,POLYPLEX,POLYPLEX.NS
1128,Ponni Sugars (Erode) Limited,PONNIERODE,PONNIERODE.NS
1129,Power Grid Corporation of India Limited,POWERGRID,POWERGRID.NS
1130,Power Mech Projects Limited,POWERMECH,POWERMECH.NS
1131,PPAP Automotive Limited,PPAP,PPAP.NS
1132,Prakash Pipes Limited,PPL,PPL.NS
1133,Prabhat Dairy Limited,PRABHAT,PRABHAT.NS
1134,Pradip Overseas Limited,PRADIP,PRADIP.NS
1135,Prajay Engineers Syndicate Limited,PRAENG,PRAENG.NS
1136,Praj Industries Limited,PRAJIND,PRAJIND.NS
1137,Prakash Industries Limited,PRAKASH,PRAKASH.NS
1138,Prakash Steelage Limited,PRAKASHSTL,PRAKASHSTL.NS
1139,Praxis Home Retail Limited,PRAXIS,PRAXIS.NS
1140,Precision Camshafts Limited,PRECAM,PRECAM.NS
1141,Precot Meridian Limited,PRECOT,PRECOT.NS
1142,Precision Wires India Limited,PRECWIRE,PRECWIRE.NS
1143,Premier Explosives Limited,PREMEXPLN,PREMEXPLN.NS
1144,Premier Limited,PREMIER,PREMIER.NS
1145,Premier Polyfilm Limited,PREMIERPOL,PREMIERPOL.NS
1146,Pressman Advertising Limited,PRESSMN,PRESSMN.NS
1147,Prestige Estates Projects Limited,PRESTIGE,PRESTIGE.NS
1148,Pricol Limited,PRICOLLTD,PRICOLLTD.NS
1149,Prime Securities Limited,PRIMESECU,PRIMESECU.NS
1150,Proseed India Limited,PROSEED,PROSEED.NS
1151,Provogue (India) Limited,PROVOGE,PROVOGE.NS
1152,Prozone Intu Properties Limited,PROZONINTU,PROZONINTU.NS
1153,Prism Johnson Limited,PRSMJOHNSN,PRSMJOHNSN.NS
1154,Punjab & Sind Bank,PSB,PSB.NS
1155,PSL Limited,PSL,PSL.NS
1156,PSP Projects Limited,PSPPROJECT,PSPPROJECT.NS
1157,PTC India Limited,PTC,PTC.NS
1158,PTL Enterprises Limited,PTL,PTL.NS
1159,Punjab Chemicals & Crop Protection Limited,PUNJABCHEM,PUNJABCHEM.NS
1160,Punj Lloyd Limited,PUNJLLOYD,PUNJLLOYD.NS
1161,Puravankara Limited,PURVA,PURVA.NS
1162,PVR Limited,PVR,PVR.NS
1163,Quess Corp Limited,QUESS,QUESS.NS
1164,Quick Heal Technologies Limited,QUICKHEAL,QUICKHEAL.NS
1165,Radaan Mediaworks India Limited,RADAAN,RADAAN.NS
1166,Radico Khaitan Limited,RADICO,RADICO.NS
1167,Music Broadcast Limited,RADIOCITY,RADIOCITY.NS
1168,Rain Industries Limited,RAIN,RAIN.NS
1169,Rajesh Exports Limited,RAJESHEXPO,RAJESHEXPO.NS
1170,Raj Rayon Industries Limited,RAJRAYON,RAJRAYON.NS
1171,Rajshree Sugars & Chemicals Limited,RAJSREESUG,RAJSREESUG.NS
1172,Raj Television Network Limited,RAJTV,RAJTV.NS
1173,Rajvir Industries Limited,RAJVIR,RAJVIR.NS
1174,Rallis India Limited,RALLIS,RALLIS.NS
1175,Shree Rama Newsprint Limited,RAMANEWS,RAMANEWS.NS
1176,Rama Steel Tubes Limited,RAMASTEEL,RAMASTEEL.NS
1177,The Ramco Cements Limited,RAMCOCEM,RAMCOCEM.NS
1178,Ramco Industries Limited,RAMCOIND,RAMCOIND.NS
1179,Ramco Systems Limited,RAMCOSYS,RAMCOSYS.NS
1180,Ramky Infrastructure Limited,RAMKY,RAMKY.NS
1181,Ramsarup Industries Limited,RAMSARUP,RAMSARUP.NS
1182,Rana Sugars Limited,RANASUG,RANASUG.NS
1183,Rane Engine Valve Limited,RANEENGINE,RANEENGINE.NS
1184,Rane Holdings Limited,RANEHOLDIN,RANEHOLDIN.NS
1185,Ratnamani Metals & Tubes Limited,RATNAMANI,RATNAMANI.NS
1186,Raymond Limited,RAYMOND,RAYMOND.NS
1187,Rane Brake Lining Limited,RBL,RBL.NS
1188,RBL Bank Limited,RBLBANK,RBLBANK.NS
1189,Rashtriya Chemicals and Fertilizers Limited,RCF,RCF.NS
1190,Reliance Communications Limited,RCOM,RCOM.NS
1191,REC Limited,RECLTD,RECLTD.NS
1192,Redington (India) Limited,REDINGTON,REDINGTON.NS
1193,Refex Industries Limited,REFEX,REFEX.NS
1194,Regency Ceramics Limited,REGENCERAM,REGENCERAM.NS
1195,Relaxo Footwears Limited,RELAXO,RELAXO.NS
1196,Reliance Capital Limited,RELCAPITAL,RELCAPITAL.NS
1197,Reliance Industries Limited,RELIANCE,RELIANCE.NS
1198,Religare Enterprises Limited,RELIGARE,RELIGARE.NS
1199,Reliance Infrastructure Limited,RELINFRA,RELINFRA.NS
1200,Remsons Industries Limited,REMSONSIND,REMSONSIND.NS
1201,Shree Renuka Sugars Limited,RENUKA,RENUKA.NS
1202,Repco Home Finance Limited,REPCOHOME,REPCOHOME.NS
1203,Repro India Limited,REPRO,REPRO.NS
1204,Responsive Industries Limited,RESPONIND,RESPONIND.NS
1205,Revathi Equipment Limited,REVATHI,REVATHI.NS
1206,Renaissance Global Limited,RGL,RGL.NS
1207,Reliance Home Finance Limited,RHFL,RHFL.NS
1208,Rico Auto Industries Limited,RICOAUTO,RICOAUTO.NS
1209,Reliance Industrial Infrastructure Limited,RIIL,RIIL.NS
1210,RITES Limited,RITES,RITES.NS
1211,Ravi Kumar Distilleries Limited,RKDL,RKDL.NS
1212,Ramkrishna Forgings Limited,RKFORGE,RKFORGE.NS
1213,Radha Madhav Corporation Limited,RMCL,RMCL.NS
1214,Rane (Madras) Limited,RML,RML.NS
1215,Reliance Nippon Life Asset Management Limited,RNAM,RNAM.NS
1216,Reliance Naval and Engineering Limited,RNAVAL,RNAVAL.NS
1217,Rohit Ferro-Tech Limited,ROHITFERRO,ROHITFERRO.NS
1218,Royal Orchid Hotels Limited,ROHLTD,ROHLTD.NS
1219,Rollatainers Limited,ROLLT,ROLLT.NS
1220,Rolta India Limited,ROLTA,ROLTA.NS
1221,Rossell India Limited,ROSSELLIND,ROSSELLIND.NS
1222,RPG Life Sciences Limited,RPGLIFE,RPGLIFE.NS
1223,Reliance Power Limited,RPOWER,RPOWER.NS
1224,R.P.P. Infra Projects Limited,RPPINFRA,RPPINFRA.NS
1225,R. S. Software (India) Limited,RSSOFTWARE,RSSOFTWARE.NS
1226,RSWM Limited,RSWM,RSWM.NS
1227,R Systems International Limited,RSYSTEMS,RSYSTEMS.NS
1228,RattanIndia Infrastructure Limited,RTNINFRA,RTNINFRA.NS
1229,RattanIndia Power Limited,RTNPOWER,RTNPOWER.NS
1230,The Ruby Mills Limited,RUBYMILLS,RUBYMILLS.NS
1231,Ruchi Infrastructure Limited,RUCHINFRA,RUCHINFRA.NS
1232,Ruchira Papers Limited,RUCHIRA,RUCHIRA.NS
1233,Ruchi Soya Industries Limited,RUCHISOYA,RUCHISOYA.NS
1234,Rupa & Company Limited,RUPA,RUPA.NS
1235,Rushil Decor Limited,RUSHIL,RUSHIL.NS
1236,Rail Vikas Nigam Limited,RVNL,RVNL.NS
1237,Sab Events & Governance Now Media Limited,SABEVENTS,SABEVENTS.NS
1238,Sri Adhikari Brothers Television Network Limited,SABTN,SABTN.NS
1239,Sadbhav Engineering Limited,SADBHAV,SADBHAV.NS
1240,Sadbhav Infrastructure Project Limited,SADBHIN,SADBHIN.NS
1241,Safari Industries (India) Limited,SAFARI,SAFARI.NS
1242,Sagardeep Alloys Limited,SAGARDEEP,SAGARDEEP.NS
1243,Sagar Cements Limited,SAGCEM,SAGCEM.NS
1244,Steel Authority of India Limited,SAIL,SAIL.NS
1245,Sakar Healthcare Limited,SAKAR,SAKAR.NS
1246,Sakthi Sugars Limited,SAKHTISUG,SAKHTISUG.NS
1247,Saksoft Limited,SAKSOFT,SAKSOFT.NS
1248,Sakuma Exports Limited,SAKUMA,SAKUMA.NS
1249,Salasar Techno Engineering Limited,SALASAR,SALASAR.NS
1250,Salona Cotspin Limited,SALONA,SALONA.NS
1251,S.A.L. Steel Limited,SALSTEEL,SALSTEEL.NS
1252,Salzer Electronics Limited,SALZERELEC,SALZERELEC.NS
1253,Sambhaav Media Limited,SAMBHAAV,SAMBHAAV.NS
1254,Sanco Industries Limited,SANCO,SANCO.NS
1255,The Sandesh Limited,SANDESH,SANDESH.NS
1256,Sandhar Technologies Limited,SANDHAR,SANDHAR.NS
1257,Sangam (India) Limited,SANGAMIND,SANGAMIND.NS
1258,Sanghi Industries Limited,SANGHIIND,SANGHIIND.NS
1259,Sanghvi Forging and Engineering Limited,SANGHVIFOR,SANGHVIFOR.NS
1260,Sanghvi Movers Limited,SANGHVIMOV,SANGHVIMOV.NS
1261,Sanginita Chemicals Limited,SANGINITA,SANGINITA.NS
1262,Sanofi India Limited,SANOFI,SANOFI.NS
1263,Sanwaria Consumer Limited,SANWARIA,SANWARIA.NS
1264,Sarda Energy & Minerals Limited,SARDAEN,SARDAEN.NS
1265,Saregama India Limited,SAREGAMA,SAREGAMA.NS
1266,Sarla Performance Fibers Limited,SARLAPOLY,SARLAPOLY.NS
1267,Sasken Technologies Limited,SASKEN,SASKEN.NS
1268,Sastasundar Ventures Limited,SASTASUNDR,SASTASUNDR.NS
1269,Sathavahana Ispat Limited,SATHAISPAT,SATHAISPAT.NS
1270,Satia Industries Limited,SATIA,SATIA.NS
1271,Satin Creditcare Network Limited,SATIN,SATIN.NS
1272,SBI Life Insurance Company Limited,SBILIFE,SBILIFE.NS
1273,State Bank of India,SBIN,SBIN.NS
1274,Stampede Capital Limited,SCAPDVR,SCAPDVR.NS
1275,Schaeffler India Limited,SCHAEFFLER,SCHAEFFLER.NS
1276,S Chand And Company Limited,SCHAND,SCHAND.NS
1277,Schneider Electric Infrastructure Limited,SCHNEIDER,SCHNEIDER.NS
1278,Shipping Corporation Of India Limited,SCI,SCI.NS
1279,Som Distilleries & Breweries Limited,SDBL,SDBL.NS
1280,Seamec Limited,SEAMECLTD,SEAMECLTD.NS
1281,Selan Exploration Technology Limited,SELAN,SELAN.NS
1282,SEL Manufacturing Company Limited,SELMCL,SELMCL.NS
1283,S.E. Power Limited,SEPOWER,SEPOWER.NS
1284,Sequent Scientific Limited,SEQUENT,SEQUENT.NS
1285,Seshasayee Paper and Boards Limited,SESHAPAPER,SESHAPAPER.NS
1286,Setco Automotive Limited,SETCO,SETCO.NS
